Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
fluoropolymer-clear-roll-bulk-fep-for-purging-and-slab-storage-50x16,,,,,,,,,0.1mm,,,,,,,,CLEARBULK-02,2722.00781237,,deny,amazon-mcf,295.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/bulk-roll-of-fep-film-multiple-thicknesses-643921.jpg?v=1612899879,2,Bulk Roll of FEP film. Multiple thicknesses - Kraft & Kitchen,,,,,,lb,,95.70,
kraft-kitchen-clear-fep-sheets-precut,Kraft & Kitchen Clear FEP Sheets Precut,"<p dir=""ltr""> </p>
<p dir=""ltr"">Fep is used for handling the stickiest materials and resins.  </p>
<p dir=""ltr"">Compared to  PTFE film FEP is</p>
<ul>
<li>More Nonstick</li>
<li>More Durable</li>
<li>Completely Transparent</li>
<li>Convenient 4""x 4"" precuts come in <strong>boxes of 50 or 500</strong> </li>
</ul>
<script type=""application/ld+json"">// <![CDATA[
{""@context"":""https://schema.org/"",""@type"":""Product"",""name"":""Oil Slick® Clear FEP Sheets"",""image"":""https://cdn.shopify.com/s/files/1/1171/9050/products/oil-slickr-clear-fep-sheets-accessories-for-extractors-bulk-storage-and-packaging-slick-products-green-plastic_283.jpg"",""description"":""Introducing the Oil Slick CLEAR. Another game changer in concentrate packaging. Terpene proof, completely transparent, and more nonstick than traditional PTFE / These are guaranteed to make your extracts shine."",""category"":""Oil Slick Products"",""model"":[{""@type"":""ProductModel"",""name"":""Sample Pack (5 Sheets) / .07 mm"",""sku"":""CLEAR-01"",""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""5.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""50 Sheets / .07 mm"",""sku"":""CLEAR-02"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""100 Sheets / .07 mm"",""sku"":""CLEAR-03"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""8""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""40.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""500 Sheets / .07 mm"",""sku"":""CLEAR-04"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""3""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""135.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""500 Sheets / .05 mm"",""sku"":""CLEAR-04"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""3""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""115.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""1,000 Sheets / .07 mm"",""sku"":""CLEAR-05"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""5""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""260.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""1,000 Sheets / .05 mm"",""sku"":""CLEAR-05"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""5""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""210.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""5,000 Sheets / .07 mm"",""sku"":""CLEAR-06"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""22""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""1150.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""5,000 Sheets / .05 mm"",""sku"":""CLEAR-06"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""22""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""950.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""10,000 Sheets / .07 mm"",""sku"":""CLEAR-07"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""42""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""2100.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""10,000 Sheets / .05 mm"",""sku"":""CLEAR-07"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""42""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""1700.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""20,000 Sheets / .07 mm"",""sku"":""CLEAR-08"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""84""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""4000.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""20,000 Sheets / .05 mm"",""sku"":""CLEAR-08"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""84""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""2400.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""30,000 Sheets / .07 mm"",""sku"":""CLEAR-09"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""124""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""5900.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""30,000 Sheets / .05 mm"",""sku"":""CLEAR-09"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""124""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""3570.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""50,000 Sheets / .07 mm"",""sku"":""CLEAR-10"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""220""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""9500.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""50,000 Sheets / .05 mm"",""sku"":""CLEAR-10"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""220""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""5750.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-clear-fep-sheets"",""availability"":""https://schema.org/InStock""}}]}
// ]]></script>",Kraft&Kitchen,,FEP,"accessories for extractors, Bulk, craft, Extraction, fep, google, MCF, precut, rectangular, Storage and Packaging",true,Quantity,50 Sheets,,Thickness,.07 mm,,,,,CLEAR50.07,170.000750371375,,deny,amazon-mcf,17.50,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/kraft-kitchen-clear-fep-sheets-precut-307714.jpg?v=1612899944,1,Kraft & Kitchen Clear FEP Sheets Precut - Kraft & Kitchen,false,Kraft & Kitchen Clear FEP Sheets Precut packaging," 

Fep is used for handling the stickiest materials and resins.  

Compared to  PTFE film FEP is

More Nonstick
More Durable
Completely Transparent
Convenient 4""x 4"" precuts come in boxes of 50 or 500 ",,,oz,,4.97,active
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,50 Sheets,,,.05mm,,,,,"",170.000750371375,,deny,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/kraft-kitchen-clear-fep-sheets-precut-545302.jpg?v=1612899944,2,Kraft & Kitchen Clear FEP Sheets Precut - Kraft & Kitchen,,,,,,oz,,4.97,
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,100 Sheets,,,.07 mm,,,,,"",227.0003015665,,deny,manual,28.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/kraft-kitchen-clear-fep-sheets-precut-847691.jpg?v=1612899944,3,Kraft & Kitchen Clear FEP Sheets Precut - Kraft & Kitchen,,,,,,oz,,11.04,
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,100 Sheets,,,.05mm,,,,,"",227.0003015665,,deny,manual,40.00,,true,true,,,,,"",,,,,,,,,oz,,11.04,
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,500 Sheets,,,.07 mm,,,,,"",1361.003906185,,deny,manual,80.50,,true,true,,,,,"",,,,,,,,,lb,,55.20,
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,500 Sheets,,,.05mm,,,,,CLEAR500.05,1361.003906185,,deny,amazon-mcf,115.00,,true,true,,,,,"",,,,,,,,,lb,,55.20,
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,1000 Sheets,,,.07 mm,,,,,"",2268.007209237,,deny,manual,147.00,,true,true,,,,,"",,,,,,,,,lb,,110.40,
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,1000 Sheets,,,.05mm,,,,,"",2268.007209237,,deny,manual,210.00,,true,true,,,,,"",,,,,,,,,lb,,110.40,
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,5000 Sheets,,,.07 mm,,,,,"",9978.986780763,,deny,manual,665.00,,true,true,,,,,"",,,,,,,,,lb,,552.00,
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,5000 Sheets,,,.05mm,,,,,"",9978.986780763,,deny,manual,950.00,,true,true,,,,,"",,,,,,,,,lb,,552.00,
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,10000 Sheets,,,.07 mm,,,,,"",19051.015617711,,deny,manual,1800.00,,true,true,,,,,"",,,,,,,,,lb,,1104.00,
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,10000 Sheets,,,.05mm,,,,,"",19051.015617711,,deny,manual,1800.00,,true,true,,,,,"",,,,,,,,,lb,,1104.00,
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,20000 Sheets,,,.07 mm,,,,,"",38101.985876185,,deny,manual,3400.00,,true,true,,,,,"",,,,,,,,,lb,,2208.00,
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,20000 Sheets,,,.05mm,,,,,"",38101.985876185,,deny,manual,3400.00,,true,true,,,,,"",,,,,,,,,lb,,2208.00,
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,30000 Sheets,,,.07 mm,,,,,"",56245.00028763,,deny,manual,4500.00,,true,true,,,,,"",,,,,,,,,lb,,3312.00,
kraft-kitchen-clear-fep-sheets-precut,,,,,,,,,30000 Sheets,,,.05mm,,,,,"",56245.00028763,,deny,manual,4500.00,,true,true,,,,,"",,,,,,,,,lb,,3312.00,
printed-silicone-nonstick-pads-silicone-trivet-square,Full color Silicone Trivets RECTANGLE,"<p><span>Beautify your table and show off your culinary creations with the new FULL COLOR Silicone trivets and nonstick pads.  A step up from the typical ""mousepad""  trivet.  High resolution graphics INSIDE transparent silicone.</span></p>
<p><span> Silicone trivets are perfect for beautifying your kitchen and home.  Nothing sticks to them and they are heat resistant to 600F.  Use for hot dishes or crafting</span></p>
<p>8.75"" by 6.75</p>
<p> </p>
<script type=""application/ld+json"">// <![CDATA[
{""@context"":""https://schema.org/"",""@type"":""Product"",""name"":""Oil Slick® Canvas"",""image"":""https://cdn.shopify.com/s/files/1/1171/9050/products/oil-slickr-canvas-medium-rectangular-silicone-pad-featured-non-stick-pads-slick-products-circle_246.jpg"",""description"":""Beautify your table and show off your heady glass with the new Oil Slick Canvas pads. A step up from the typical ""mousepad"" High resolution graphics INSIDE transparent silicone. Our award winning series of designer dab mats. Platinum Cured, and Non-Stick."",""category"":""Featured,Non-Stick Pads,Oil Slick Products"",""model"":[{""@type"":""ProductModel"",""name"":""Space 1"",""sku"":""CANVAS-01"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Space 2"",""sku"":""CANVAS-02"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Space 3"",""sku"":""CANVAS-03"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Space 4"",""sku"":""CANVAS-04"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Art 1"",""sku"":""CANVAS-05"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Art 2"",""sku"":""CANVAS-06"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Art 3"",""sku"":""CANVAS-07"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Art 4"",""sku"":""CANVAS-08"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Baller 1"",""sku"":""CANVAS-09"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Baller 2"",""sku"":""CANVAS-10"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Baller 3"",""sku"":""CANVAS-11"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Baller 4"",""sku"":""CANVAS-12"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Geo 1"",""sku"":""CANVAS-13"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Geo 2"",""sku"":""CANVAS-14"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Geo 3"",""sku"":""CANVAS-15"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Geo 4"",""sku"":""CANVAS-16"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Art 3 *CRYSTAL*"",""sku"":""CCANVAS-03"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Art 1 *CRYSTAL*"",""sku"":""CCANVAS-01"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""oz"",""value"":""6""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""25.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Box of 16 Oil Slick® Canvas"",""sku"":""BOXCANVAS"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""7""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""216.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Case of 32 Oil Slick® Canvas"",""sku"":""CASECANVAS"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""14""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""368.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}},{""@type"":""ProductModel"",""name"":""Master Case of 64 Oil Slick® Canvas"",""sku"":""MCCANVAS"",""weight"":{""@type"":""QuantitativeValue"",""unitText"":""lb"",""value"":""18""},""offers"":{""@type"":""Offer"",""priceCurrency"":""USD"",""price"":""672.00"",""itemCondition"":""https://schema.org/NewCondition"",""url"":""https://www.oilslickpad.com/products/oil-slickr-canvas"",""availability"":""https://schema.org/InStock""}}]}
// ]]></script>",Kraft&Kitchen,,Silicone Trivet and Pad,"canvas, dabpad, medium, rectangular, silicone, Silicone Pad",false,Make a choice,Art 1,,,,,,,,CANVAS-05,170.000750371375,,deny,manual,25.00,30.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/oil-slickr-canvas-featurednon-stick-padsoil-slick-products-silicone-dab-pad-silicone-mood-mat-dab-pad-slick-pad-xl-silicone-mat-printed-silicone-mat-nonstick-silicone-pad-7.jpg?v=1615495284,1,"Oil Slick® Canvas-Featured,Non-Stick Pads,Oil Slick Products-silicone Dab pad mood mat silicone mat slick mat slick pad dab tray mothership pad",false,Printed Silicone Nonstick Pads Silicone Trivet Rectangle,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/oil-slickr-canvas-featurednon-stick-padsoil-slick-products-silicone-dab-pad-silicone-mood-mat-dab-pad-slick-pad-xl-silicone-mat-printed-silicone-mat-nonstick-silicone-pad-7.jpg?v=1615495284,oz,,4.50,active
printed-silicone-nonstick-pads-silicone-trivet-square,,,,,,,,,Art 3,,,,,,,,CANVAS-07,170.000750371375,,deny,manual,25.00,30.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/oil-slickr-canvas-featurednon-stick-padsoil-slick-products-silicone-dab-pad-silicone-mood-mat-dab-pad-slick-pad-xl-silicone-mat-printed-silicone-mat-nonstick-silicone-pad-8.jpg?v=1615495284,2,"Oil Slick® Canvas-Featured,Non-Stick Pads,Oil Slick Products-silicone Dab pad mood mat silicone mat slick mat slick pad dab tray mothership pad",,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/oil-slickr-canvas-featurednon-stick-padsoil-slick-products-silicone-dab-pad-silicone-mood-mat-dab-pad-slick-pad-xl-silicone-mat-printed-silicone-mat-nonstick-silicone-pad-10.jpg?v=1615495284,oz,,4.50,
printed-silicone-nonstick-pads-silicone-trivet-square,,,,,,,,,Baller 2,,,,,,,,CANVAS-10,170.000750371375,,deny,manual,25.00,30.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/oil-slickr-canvas-featurednon-stick-padsoil-slick-products-silicone-dab-pad-silicone-mood-mat-dab-pad-slick-pad-xl-silicone-mat-printed-silicone-mat-nonstick-silicone-pad-10.jpg?v=1615495284,3,"Oil Slick® Canvas-Featured,Non-Stick Pads,Oil Slick Products-silicone Dab pad mood mat silicone mat slick mat slick pad dab tray mothership pad",,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/oil-slickr-canvas-featurednon-stick-padsoil-slick-products-silicone-dab-pad-silicone-mood-mat-dab-pad-slick-pad-xl-silicone-mat-printed-silicone-mat-nonstick-silicone-pad-15.jpg?v=1615495284,oz,,4.50,
printed-silicone-nonstick-pads-silicone-trivet-square,,,,,,,,,Geo 1,,,,,,,,CANVAS-13,170.000750371375,,deny,manual,25.00,30.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/oil-slickr-canvas-featurednon-stick-padsoil-slick-products-silicone-dab-pad-silicone-mood-mat-dab-pad-slick-pad-xl-silicone-mat-printed-silicone-mat-nonstick-silicone-pad-11.jpg?v=1615495284,4,"Oil Slick® Canvas-Featured,Non-Stick Pads,Oil Slick Products-silicone Dab pad mood mat silicone mat slick mat slick pad dab tray mothership pad",,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/oil-slickr-canvas-featurednon-stick-padsoil-slick-products-silicone-dab-pad-silicone-mood-mat-dab-pad-slick-pad-xl-silicone-mat-printed-silicone-mat-nonstick-silicone-pad-19.jpg?v=1615495284,oz,,4.50,
printed-silicone-nonstick-pads-silicone-trivet-square,,,,,,,,,Geo 3,,,,,,,,CANVAS-15,170.000750371375,,deny,manual,25.00,30.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/oil-slickr-canvas-featurednon-stick-padsoil-slick-products-silicone-dab-pad-silicone-mood-mat-dab-pad-slick-pad-xl-silicone-mat-printed-silicone-mat-nonstick-silicone-pad-15.jpg?v=1615495284,5,"Oil Slick® Canvas-Featured,Non-Stick Pads,Oil Slick Products-silicone Dab pad mood mat silicone mat slick mat slick pad dab tray mothership pad",,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/oil-slickr-canvas-featurednon-stick-padsoil-slick-products-silicone-dab-pad-silicone-mood-mat-dab-pad-slick-pad-xl-silicone-mat-printed-silicone-mat-nonstick-silicone-pad-21.jpg?v=1615495284,oz,,4.50,
